424 32 804
171 870 395
525 702 236
690 780 501
781 247 743
212 263 309
583 957 481
827 232 994
625 838 114
240 118 711
747 16 976
331 361 139
422 491 373
806 459 488
925 416 861
604 183 862
611 947 48
0 714 612
355 164 130
763 558 774
91 371 715
155 227 649
593 754 144
234 904 144
421 790 503
878 764 246
297 145 510
833 953 816
656 189 429
606 821 211
150 870 241
313 11 781
517 733 390
721 255 181
257 672 806
958 424 73
110 127 791
553 926 106
148 451 993
958 925 105
620 833 800
918 108 112
441 475 891
115 198 896
404 907 275
565 440 189
427 664 800
369 659 848
132 306 661
0 405 685
921 733 282
460 141 378
67 128 367
992 683 795
769 755 378
231 37 156
215 774 107
936 392 765
575 219 55
906 256 307
788 643 255
704 766 523
776 779 179
468 352 690
808 333 30
618 834 381
741 43 634
518 316 748
760 187 997
31 544 744
145 538 380
755 899 115
84 716 396
508 604 942
223 267 926
28 917 124
333 947 0
245 504 437
62 254 946
833 770 691
576 819 83
973 622 951
187 532 514
62 300 964
261 660 965
779 494 792
675 166 151
981 867 307
438 517 605
101 564 383
401 347 872
995 995 906
141 513 881
368 770 40
923 262 577
53 746 292
902 929 391
840 156 514
335 333 250
27 226 328
304 383 418
128 98 996
589 6 5
656 461 116
476 760 590
56 160 440
166 601 853
341 423 588
659 675 735
898 450 928
682 980 494
443 371 339
165 778 165
997 830 585
24 287 990
940 859 147
210 354 407
81 37 370
149 220 735
346 668 676
134 314 13
728 728 114
854 156 433
777 77 773
127 613 637
986 663 71
633 130 754
321 959 248
105 158 948
210 109 870
617 18 725
33 111 80
97 5 732
114 212 601
893 999 73
361 758 623
240 11 615
407 14 699
911 843 777
555 708 397
875 632 148
237 91 422
768 414 691
558 524 847
351 938 46
114 566 655
563 768 120
172 831 262
807 24 524
973 175 510
843 812 53
992 426 114
524 512 956
936 166 26
956 954 796
670 19 131
214 915 412
0 397 954
354 834 209
76 746 327
482 814 436
126 864 168
544 103 993
728 514 370
881 915 967
513 433 203
924 221 399
285 974 71
633 897 726
654 126 113
449 614 308
184 145 176
786 931 816
497 148 600
90 71 212
751 863 719
636 762 47
621 323 517
449 813 671
781 761 651
825 796 101
282 676 92
459 1 692
274 598 857
709 384 517
527 366 655
605 765 749
350 635 348
596 667 420
779 351 523
964 655 249
299 186 284
930 708 499
182 970 907
763 233 99
908 829 832
565 434 590
991 802 97
572 601 961
541 646 229
498 672 228
132 81 326
734 113 822
482 639 426
283 408 87
381 492 671
26 502 472
269 935 153
27 135 392
171 68 833
716 464 532
925 756 389
