6 996 307
872 977 434
935 570 682
554 576 272
97 123 653
283 223 709
741 728 634
53 32 456
808 227 250
108 399 46
519 826 2
459 267 613
284 980 663
720 668 404
33 922 650
812 432 994
769 455 265
382 216 766
864 424 57
476 384 342
814 216 792
489 679 90
479 214 8
353 799 103
850 306 117
843 783 521
871 477 666
81 874 813
737 101 890
536 350 347
249 622 361
206 82 150
849 623 295
690 994 794
443 522 337
365 766 425
616 629 365
843 177 556
749 677 943
558 852 10
613 356 904
143 785 841
210 581 19
877 737 575
550 601 581
375 402 304
181 473 632
333 139 445
210 628 247
189 823 594
637 170 631
367 931 931
479 20 342
828 167 313
129 676 469
556 85 109
437 568 556
306 719 114
276 606 452
708 86 476
607 753 736
131 300 440
801 186 309
444 695 504
838 276 800
307 205 780
569 468 568
222 707 897
367 108 531
786 443 676
98 149 473
686 596 926
919 97 44
669 713 629
182 418 459
241 983 424
539 268 854
345 552 963
546 552 829
815 962 298
389 129 728
111 373 989
428 811 186
389 714 990
655 461 704
102 817 662
769 678 472
192 288 452
807 912 199
668 338 336
246 658 860
746 43 101
273 597 729
129 951 611
313 666 736
74 667 883
93 953 60
338 96 909
203 604 850
480 663 108
608 250 776
809 584 529
862 178 133
992 549 175
400 330 715
782 3 268
193 168 261
82 3 384
133 482 862
677 64 223
139 204 21
712 402 140
339 623 600
710 406 805
840 534 949
692 576 859
278 123 30
631 643 30
349 397 898
226 618 269
381 527 376
720 723 776
486 931 53
105 871 86
210 974 286
924 593 489
974 641 557
74 97 926
41 737 816
996 353 470
131 439 974
82 536 108
652 734 481
841 753 8
26 375 608
47 158 947
426 503 286
330 676 317
544 265 75
751 96 450
519 328 410
404 976 786
349 334 153
869 632 936
989 611 492
190 31 953
697 405 791
656 44 488
769 239 873
689 600 792
611 869 302
949 278 497
746 385 468
845 883 675
582 144 688
907 400 986
177 286 252
283 851 933
817 82 941
323 817 837
650 992 497
673 34 644
946 251 153
546 655 560
166 840 534
636 769 199
454 211 61
885 28 767
185 688 563
405 767 489
573 784 245
452 430 628
457 529 389
396 549 232
737 975 370
862 698 956
586 312 128
82 395 512
536 896 657
322 490 284
419 224 570
253 791 438
149 548 11
722 49 153
177 123 863
102 41 618
926 560 749
995 144 913
187 495 736
244 789 87
376 540 406
220 156 479
33 244 947
841 796 422
597 856 895
176 621 718
524 849 421
142 332 375
948 98 335
695 268 895
735 952 395
836 519 145
634 209 851
355 612 737
669 41 366
115 250 375
552 36 83
192 720 581
360 798 894
419 632 669
365 192 296
430 176 425
772 430 338
487 22 721
669 674 604
687 685 421
503 288 849
782 571 658
463 756 652
60 994 21
651 533 816
674 880 89
882 625 830
357 624 291
912 459 94
144 742 65
539 2 587
1 748 319
268 768 523
508 530 294
46 192 609
430 488 286
238 651 552
863 644 713
344 972 507
973 243 996
311 807 984
869 333 501
173 822 514
902 406 631
863 42 933
299 830 533
407 378 990
772 475 579
50 491 687
933 929 928
545 130 548
477 24 727
66 954 519
936 484 512
826 492 256
553 295 767
277 287 883
665 483 222
906 933 787
88 273 883
508 707 35
523 713 286
231 359 967
175 265 799
342 150 801
608 128 984
137 460 664
2 962 21
802 826 907
536 401 678
274 423 547
679 84 923
383 145 6
744 366 228
755 22 520
656 451 365
477 697 909
347 354 675
986 420 292
463 698 719
974 581 120
974 792 201
345 250 387
699 650 363
23 883 263
610 682 64
487 471 895
451 876 637
541 235 267
843 71 226
900 682 11
404 105 380
748 740 688
30 154 159
446 507 72
370 531 271
249 826 667
142 655 767
769 967 637
102 185 158
509 82 676
324 228 808
534 882 681
373 648 427
184 2 443
577 22 756
655 194 819
617 101 100
976 171 174
125 378 359
319 481 365
112 713 195
947 299 78
446 668 323
928 460 842
414 176 526
923 990 859
822 583 176
848 836 71
302 709 159
494 180 159
581 837 270
276 52 211
263 262 725
434 88 600
348 177 75
833 606 717
525 161 663
79 842 95
960 911 554
593 624 72
877 340 78
579 909 323
678 259 536
659 187 434
962 570 678
937 629 45
196 274 278
297 220 16
78 621 644
487 558 990
102 94 853
918 808 207
174 198 695
788 241 914
507 681 574
82 411 517
595 178 766
404 260 670
469 337 531
360 456 678
836 63 803
201 884 67
198 452 575
460 563 619
740 65 805
712 584 399
708 760 330
134 348 66
744 577 790
299 451 244
437 424 545
325 21 593
652 589 89
677 229 609
826 688 202
156 193 252
358 414 626
196 329 701
417 897 65
795 346 489
539 315 56
526 355 661
326 827 218
458 386 187
34 63 959
734 666 287
352 593 756
398 523 276
513 537 207
297 548 670
470 804 679
916 397 528
101 855 422
340 744 132
623 516 293
11 530 454
473 724 503
322 270 835
679 785 280
761 833 59
570 866 327
64 500 316
6 146 22
750 748 139
141 459 439
931 38 204
333 59 441
1 882 697
816 61 119
997 987 803
872 553 624
189 601 568
390 951 76
588 440 169
743 313 69
360 193 109
411 208 31
865 311 728
878 556 536
139 973 631
794 81 11
339 151 959
80 99 462
59 335 292
207 935 10
681 921 885
457 700 481
749 862 160
391 966 459
118 139 129
480 166 210
265 789 997
765 501 414
141 367 957
446 731 811
61 429 947
504 249 349
633 124 739
604 604 17
764 881 692
758 307 276
401 978 803
626 503 883
886 703 336
491 613 636
993 137 767
209 443 276
253 285 479
40 264 836
527 810 781
3 466 770
658 231 450
431 458 884
816 948 583
313 266 334
393 761 450
