723 511 711
268 753 258
598 713 974
269 903 140
702 779 966
719 338 76
683 582 503
393 399 787
371 824 458
40 590 143
949 563 575
54 470 4
825 336 8
197 203 502
297 929 641
985 929 546
801 784 117
375 696 716
365 126 304
148 855 740
200 655 38
775 524 891
507 166 931
201 308 804
836 220 447
199 761 181
783 695 320
46 286 108
133 124 338
128 372 682
52 385 838
309 44 343
969 833 962
759 421 27
537 461 654
556 930 409
563 925 608
299 18 289
117 774 132
234 4 668
979 757 165
326 786 19
502 960 89
527 448 405
147 911 644
300 855 910
448 909 830
977 90 758
276 795 448
498 618 901
617 36 250
335 220 654
211 378 692
240 61 396
32 203 307
662 258 302
425 428 671
224 865 726
143 60 565
724 604 720
381 444 363
316 496 649
381 839 613
93 287 616
306 207 37
820 236 202
458 578 871
351 227 600
565 76 994
635 474 334
910 42 373
476 425 890
947 790 522
929 954 789
540 289 289
755 645 819
805 69 487
311 178 801
135 426 19
831 332 767
552 556 969
929 809 592
563 116 328
531 324 859
517 485 23
821 962 950
388 708 558
190 597 724
725 231 338
268 335 261
65 769 159
797 363 540
252 751 29
41 140 312
428 221 257
722 789 120
151 979 938
93 328 896
143 469 67
393 756 920
574 717 974
39 985 356
759 356 970
950 957 205
614 990 143
260 779 104
597 558 582
789 996 454
685 150 454
782 570 776
594 255 822
564 85 882
532 270 134
74 875 405
114 433 778
245 112 899
899 606 822
993 226 291
332 706 430
555 11 533
196 682 435
79 212 510
0 520 701
121 244 817
682 814 118
728 86 793
949 706 209
684 437 239
231 572 265
157 11 149
684 496 999
545 482 652
982 653 208
957 138 615
494 305 707
119 617 104
93 772 671
783 488 792
490 356 70
703 430 204
494 918 381
494 805 548
735 563 112
322 340 171
954 449 802
817 864 280
294 153 822
328 41 902
747 271 454
288 88 805
710 567 775
931 203 848
671 642 548
667 688 10
25 101 658
929 139 966
808 922 40
974 891 347
994 678 857
100 780 105
797 274 132
319 235 155
224 335 224
536 19 247
682 435 578
504 662 12
281 532 573
446 897 273
213 218 103
418 491 111
59 921 985
512 593 829
148 902 744
56 420 257
626 967 319
102 396 26
328 304 633
515 649 561
493 434 239
712 544 588
162 700 849
585 381 435
467 176 508
585 10 172
444 818 611
680 458 308
2 11 408
15 243 144
316 711 935
116 715 993
610 576 17
831 633 229
260 971 356
984 466 100
513 592 772
841 168 156
533 828 159
605 576 761
295 427 356
136 949 623
71 309 405
337 536 66
359 879 827
951 15 574
837 271 817
978 715 654
626 798 264
408 610 414
678 313 160
479 268 931
900 879 19
875 928 640
394 211 627
706 301 157
399 768 90
620 31 440
277 874 197
276 362 448
387 103 610
664 107 929
162 717 505
338 121 579
974 309 682
45 345 248
330 642 786
831 255 802
2 354 325
603 837 753
972 378 321
358 381 358
291 128 38
526 168 65
608 36 704
682 927 584
446 110 72
154 191 800
757 454 687
330 562 253
466 378 300
690 911 437
130 119 817
903 646 907
710 574 845
777 608 505
682 594 729
682 207 30
997 268 736
473 301 372
152 508 58
706 254 97
494 334 881
507 941 81
176 380 415
978 470 834
725 412 729
939 763 215
337 82 479
576 215 324
117 454 78
909 954 796
577 602 316
924 268 184
542 768 269
563 590 625
853 385 413
643 252 422
218 578 66
107 674 91
261 824 289
423 707 536
199 696 561
931 673 710
500 56 899
95 411 151
988 26 644
209 85 37
623 68 824
542 656 299
779 552 756
169 31 301
533 181 259
498 324 181
956 970 539
704 563 549
636 44 345
199 815 412
596 477 683
104 279 358
156 466 759
498 677 35
331 299 111
921 871 677
79 265 496
131 615 435
794 154 598
346 260 654
338 467 956
328 55 928
302 224 769
781 306 203
413 858 416
561 478 431
353 557 282
410 263 200
929 597 507
2 749 980
624 250 239
997 758 25
719 766 783
286 760 692
644 285 722
882 701 914
913 738 91
186 224 549
568 356 187
222 891 302
599 83 527
777 138 166
823 981 590
898 845 741
64 201 617
323 867 782
46 287 879
771 397 775
789 449 881
690 151 122
522 32 362
424 357 764
338 477 696
390 637 884
789 887 428
116 11 171
104 639 756
804 534 226
803 826 737
223 197 498
10 620 126
346 844 824
236 930 241
493 271 112
230 288 23
502 713 929
131 109 302
811 600 491
831 742 737
392 685 845
497 978 616
782 802 539
821 280 106
471 621 56
762 223 864
962 270 147
671 135 639
360 445 928
11 616 782
882 104 324
358 517 329
798 822 90
212 877 741
597 863 583
811 2 568
624 435 292
911 311 800
993 360 622
154 64 12
937 338 244
381 456 290
842 282 202
353 359 155
677 710 19
89 707 503
755 396 591
200 402 560
290 984 732
47 476 340
374 299 951
243 801 187
805 888 777
112 40 103
275 177 792
168 638 595
348 136 860
508 874 464
150 662 94
869 871 634
32 868 545
831 736 669
451 418 653
313 657 770
190 438 950
48 615 349
575 773 416
205 246 565
510 490 136
350 865 636
278 711 6
791 509 138
488 344 187
345 796 417
791 693 149
899 110 845
951 662 326
21 949 800
405 628 746
37 785 538
793 977 547
677 542 813
419 169 907
430 232 271
513 693 869
701 19 988
159 593 760
237 302 987
933 424 169
769 164 546
707 135 4
634 717 596
528 369 19
420 855 360
595 683 300
440 911 198
669 32 126
779 298 672
200 990 437
857 161 103
549 361 960
326 953 585
894 896 155
775 25 870
509 530 817
17 338 758
86 172 907
968 322 570
243 937 36
73 38 861
438 332 117
313 914 488
5 599 420
556 732 353
849 141 919
642 746 527
245 868 319
391 953 518
625 528 784
47 509 619
665 15 771
343 585 694
98 269 798
356 878 427
395 462 305
829 308 151
988 681 506
321 523 616
236 922 744
844 422 808
858 277 313
221 368 742
322 908 963
467 765 161
656 658 654
546 931 240
155 261 198
142 664 17
24 830 101
392 627 144
631 455 367
139 294 934
971 684 516
647 93 743
800 543 399
339 111 365
34 212 687
890 38 376
731 550 81
608 747 360
35 712 39
834 842 788
225 240 716
572 881 335
434 240 11
564 939 706
376 655 928
747 462 396
989 387 546
388 911 333
177 544 608
363 48 305
448 973 156
510 735 582
185 633 549
906 752 271
214 568 826
452 486 683
756 844 910
966 266 363
616 422 544
237 384 703
59 389 166
59 793 418
67 189 939
402 941 273
482 385 946
0 206 195
708 619 899
636 856 656
63 408 76
575 982 185
429 622 82
856 167 695
344 983 800
15 812 909
520 912 585
357 740 792
636 769 368
295 2 143
573 757 927
896 694 978
618 730 505
567 155 849
863 625 536
0 173 817
797 275 173
212 485 399
339 852 834
820 279 524
28 523 103
336 14 434
82 591 863
103 420 253
98 284 156
869 103 559
152 330 815
470 453 597
874 56 429
435 664 320
489 404 775
782 743 419
288 527 79
850 295 50
699 358 864
289 266 375
288 780 931
