199	26
818	24
0	27
346	30
347	26
340	35
341	30
342	30
343	28
810	32
811	30
812	28
813	25
348	28
349	26
816	39
817	41
719	34
718	25
717	40
716	31
6	43
714	32
713	26
712	30
711	37
710	33
915	29
420	31
917	29
422	34
425	31
424	27
913	23
298	36
299	26
296	29
297	21
294	27
426	38
292	28
293	42
290	27
291	36
568	31
590	33
593	30
592	27
595	23
594	29
597	40
596	30
195	26
598	30
197	38
196	33
191	23
190	26
193	27
192	32
270	30
271	32
272	27
273	26
274	16
275	28
276	21
277	30
278	37
279	34
569	29
497	39
344	29
524	31
525	31
526	34
527	31
520	39
521	30
522	35
523	32
599	23
528	28
529	27
449	24
448	30
345	27
542	27
443	37
442	30
441	20
440	24
447	29
446	33
445	30
444	23
108	29
109	27
102	19
103	29
100	25
101	35
106	38
107	29
104	34
105	29
902	26
903	23
900	25
901	50
906	31
907	35
904	24
905	26
33	29
32	30
31	35
30	31
37	28
36	33
35	34
44	25
641	30
640	34
643	31
642	44
645	23
644	28
438	31
646	28
436	36
437	37
434	32
435	28
432	30
433	30
430	19
431	26
339	34
338	26
335	34
334	36
337	30
336	28
331	22
45	24
333	31
332	31
89	33
559	30
558	33
854	33
855	32
856	25
857	24
850	33
851	32
852	25
853	28
858	29
859	35
555	17
554	30
99	26
98	33
91	25
90	32
93	35
92	23
95	19
94	25
97	27
96	36
814	30
815	20
740	30
741	33
742	39
743	28
744	34
745	30
746	27
747	41
748	29
749	30
557	35
556	26
551	30
550	24
553	18
552	32
238	33
239	39
234	35
235	25
236	39
237	23
230	22
231	41
232	29
233	34
1	34
614	27
715	28
146	24
147	23
618	19
619	28
142	27
143	35
140	34
141	24
612	30
613	29
610	28
611	23
616	36
617	34
148	38
615	28
194	32
948	23
949	23
946	28
947	37
944	46
945	33
942	20
943	39
940	33
941	28
689	26
688	35
685	39
684	29
687	34
686	37
681	37
680	25
683	28
682	38
623	25
763	43
819	26
459	37
133	25
132	32
131	20
130	21
137	29
499	36
135	36
134	38
494	26
495	30
496	32
138	27
490	26
491	46
492	26
493	29
24	43
25	21
26	41
27	19
20	22
21	22
22	34
23	33
28	27
29	29
820	29
407	27
406	27
939	21
404	31
403	21
402	27
401	24
400	35
933	29
932	25
931	32
930	30
937	29
629	26
409	33
934	28
628	30
758	33
136	34
242	19
415	23
379	24
378	34
228	33
829	33
828	33
371	30
824	42
827	24
826	33
375	29
374	36
823	26
376	29
708	27
709	31
704	25
705	35
706	24
707	32
700	34
144	27
702	29
703	31
393	30
392	36
391	27
390	26
397	39
396	23
395	34
394	35
82	39
83	33
399	23
81	30
86	27
87	27
84	22
85	28
797	28
796	25
795	29
794	23
793	28
792	29
791	24
929	36
799	22
798	34
7	30
601	30
170	26
586	20
587	32
584	26
585	30
582	24
583	35
580	21
581	25
413	24
588	27
589	23
245	28
244	21
247	29
246	36
241	23
240	32
243	21
921	26
149	29
249	24
248	25
253	18
295	36
418	22
925	32
519	31
518	30
511	37
510	32
513	37
512	29
515	23
514	34
517	46
516	30
458	26
622	35
621	36
620	25
627	22
626	32
625	29
624	28
450	25
451	32
452	37
453	29
454	30
455	32
456	36
457	29
179	21
178	30
177	30
176	32
175	35
174	29
173	37
172	26
171	37
198	32
977	35
976	25
975	35
974	28
973	29
972	26
971	20
970	30
654	28
979	28
978	31
656	29
183	26
180	24
2	33
186	30
187	44
184	27
185	26
652	25
188	27
189	37
658	35
653	26
650	20
651	30
11	34
10	38
13	35
12	28
15	36
14	21
17	40
16	27
861	39
18	33
863	29
862	28
865	36
864	24
867	25
866	30
659	20
883	29
882	34
881	32
880	32
887	25
886	36
885	27
884	37
928	28
889	35
888	31
950	18
657	32
63	29
809	26
322	35
323	24
320	25
321	30
326	27
327	33
324	34
325	32
328	30
329	28
562	22
201	26
774	29
203	25
776	27
205	19
204	28
207	35
772	31
209	26
208	30
779	36
778	28
77	39
76	32
75	33
74	33
73	32
72	31
71	34
70	34
655	36
567	32
79	30
78	15
869	39
805	36
804	30
868	32
669	22
668	29
667	34
666	34
665	17
664	36
663	23
214	35
661	43
660	30
215	23
692	30
693	26
690	31
691	27
696	36
697	31
694	39
695	37
698	28
699	38
951	27
543	35
540	33
541	39
546	27
547	28
544	34
545	34
8	24
548	37
549	18
68	39
995	39
994	31
997	24
996	26
991	35
990	31
993	30
992	28
999	26
998	34
120	35
121	24
122	42
123	35
124	25
125	36
126	25
127	22
128	33
129	23
765	32
259	37
414	33
19	38
416	28
417	25
410	31
411	32
412	29
860	24
920	24
498	32
922	37
923	31
924	28
419	33
926	22
927	27
319	33
318	31
313	28
312	29
311	33
310	26
317	24
316	33
315	30
314	18
139	32
832	36
833	35
830	34
831	18
836	23
837	31
834	44
835	33
838	31
839	23
808	30
3	36
368	26
369	29
366	29
367	39
364	27
365	19
362	31
363	31
360	21
361	27
218	27
330	34
380	20
381	23
382	38
383	27
384	26
385	26
386	27
387	31
388	30
389	35
784	27
785	38
786	39
787	28
780	32
781	25
782	34
783	32
788	26
789	29
151	32
579	19
578	31
150	32
573	27
572	30
571	24
570	25
577	30
607	25
575	31
574	30
60	25
61	35
258	23
606	31
64	33
65	26
66	23
67	28
252	28
69	29
250	42
251	32
256	25
257	34
254	30
600	25
157	37
156	42
405	34
731	21
730	36
733	36
938	32
735	31
734	34
737	26
736	34
506	25
507	41
504	33
505	43
502	26
503	35
500	36
501	29
630	30
631	27
632	32
633	33
634	23
468	23
636	37
637	41
465	31
39	20
467	29
466	33
461	32
460	35
463	25
462	31
38	24
168	37
169	28
164	29
165	32
166	31
167	21
160	31
161	25
162	32
163	26
964	35
965	31
966	36
967	20
960	32
961	30
962	31
963	20
968	35
969	22
936	29
935	38
408	27
908	31
464	21
909	41
34	25
878	27
879	46
876	35
877	25
874	33
875	40
872	30
873	37
870	32
871	36
9	18
890	24
891	34
892	36
893	25
894	24
895	31
896	29
897	25
898	32
899	29
439	27
255	24
649	31
648	24
576	27
357	33
356	38
355	33
354	42
353	27
352	29
351	33
350	26
803	22
802	28
801	30
800	29
807	38
806	29
359	39
358	33
216	23
217	29
768	34
769	37
212	34
213	31
210	37
211	33
762	40
955	41
760	27
761	41
766	29
767	24
764	42
219	26
40	29
202	25
41	32
289	34
288	31
4	27
281	30
280	37
283	27
282	25
285	28
284	29
287	28
286	24
678	30
679	31
674	29
675	35
676	25
677	24
670	22
671	21
672	26
673	39
263	27
262	34
261	37
260	23
267	30
266	27
265	29
264	21
269	29
268	37
182	30
59	34
58	32
55	25
54	23
57	20
56	28
51	25
50	40
53	30
52	34
537	26
536	30
535	36
534	35
533	32
532	34
531	31
530	34
539	36
538	24
987	23
775	29
988	37
989	30
200	30
982	24
983	34
980	33
981	29
986	18
777	29
984	33
985	30
115	35
114	25
117	22
116	25
111	37
110	31
113	37
112	34
771	32
119	36
118	26
770	26
647	27
773	34
206	40
429	32
428	22
919	22
918	37
421	33
914	34
423	40
916	25
911	44
910	41
427	33
912	33
308	25
309	35
300	23
301	21
302	21
303	35
304	49
305	28
306	28
307	30
825	33
181	27
370	32
373	31
847	35
846	30
845	25
844	37
843	37
842	34
841	23
840	32
821	33
849	23
848	30
377	39
822	28
954	35
62	33
662	28
145	34
732	28
753	30
752	25
751	30
750	23
757	29
756	29
755	28
754	32
560	31
561	37
759	30
563	39
564	25
565	33
566	33
701	29
739	31
229	29
738	31
227	34
226	26
225	23
224	35
223	30
222	23
221	33
220	34
88	34
726	28
727	22
724	36
725	30
722	24
723	22
720	31
721	29
372	37
728	39
729	28
605	27
604	25
153	46
152	30
155	33
154	31
603	26
602	24
159	33
158	25
609	35
608	29
469	21
80	31
635	24
959	27
958	37
398	26
48	35
49	28
46	28
47	38
953	35
952	34
42	26
43	24
957	26
956	33
638	34
5	23
639	22
508	33
591	23
489	22
488	26
487	29
486	33
485	17
484	29
483	28
482	39
481	34
480	28
509	32
790	25
472	29
473	44
470	26
471	18
476	30
477	32
474	35
475	27
478	40
479	25
